"","X1","X2","X3","X4"
"1",8.45114100032477,6.75226600303254,6.75226600303253,4.14097852228382
"2",3.14295644766625,7.762512450403,7.76251245040299,8.92960262641246
"3",7.24335739380577,9.13640027305676,9.13640027305675,4.60780730331037
"4",6.18879866142127,7.74577218539029,7.74577218539029,7.11745547821089
"5",7.33275316517513,8.69311534010878,8.69311534010878,9.24011939025163
"6",8.26413798562826,8.90565944646804,8.90565944646805,8.02197038954863
"7",8.4160201934024,9.53251960919452,9.53251960919452,7.11905612365413
"8",6.97343086389026,9.25969167025045,9.25969167025046,8.1546699635028
"9",3.43688692336256,9.59995364915429,9.59995364915429,9.03105780705383
"10",1.86149341695913,9.30767937489401,9.30767937489401,7.83340981070076
"11",7.52152300158976,8.62080362401897,8.62080362401897,6.93886491943429
"12",8.81265213719185,9.18627662030532,9.18627662030532,6.24554270579162
"13",7.78458685930444,8.47976732388343,8.47976732388343,6.72136436154456
"14",5.73891369626726,9.3859337786792,9.3859337786792,7.87731752280545
"15",4.12497488212967,8.97910433415218,8.97910433415218,8.89587393137605
"16",8.15510150460762,9.28149439361444,9.28149439361444,9.11660807636703
"17",7.94907553773298,9.36324874755063,9.36324874755063,6.16387845936315
"18",4.76759651073251,9.48688825788139,9.48688825788139,7.94670691695235
"19",5.15807258978249,8.81675659384925,8.81675659384925,9.13866731181671
"20",4.54994573039366,9.10195594597147,9.10195594597147,8.99643688379429
"21",7.32258039003676,9.03827132236367,9.03827132236367,8.21179861490782
"22",8.53160144993238,9.07717567440166,9.07717567440166,6.95096163371642
"23",3.14207688638114,7.42957651511829,7.42957651511829,7.64445216162565
"24",4.75259859093795,9.26532006852699,9.265320068527,9.42766037636802
"25",7.11496738513705,8.85061026888934,8.85061026888934,7.88549151516928
"26",5.10367847657262,9.25226345549102,9.25226345549103,8.07541895869197
"27",5.28828418401122,8.87653088491941,8.8765308849194,6.68419816255638
"28",4.48006790044708,8.97763580582384,8.97763580582384,9.13520668454685
"29",5.9130198796756,8.69509582384665,8.69509582384666,8.12730616242524
"30",5.72003924370757,9.35038296333057,9.35038296333056,8.8534811999499
"31",4.13209768777591,9.17505525814959,9.17505525814959,7.87210613846937
"32",5.08225424829027,9.08529366229037,9.08529366229037,8.87652595006727
"33",7.48372873350147,8.55095877977693,8.55095877977694,7.05315026190552
"34",5.65963530437808,9.31007031667015,9.31007031667016,9.29361794144252
"35",6.43555162716114,8.51912819836605,8.51912819836605,7.82377862524111
"36",8.45587504812575,9.0096798306106,9.00967983061061,6.76625367332653
"37",8.72445983760361,8.51842218294916,8.51842218294916,7.67640223257815
"38",5.13371321330979,8.76505883758408,8.76505883758408,7.03876236740839
"39",5.12823245566696,9.0438248678396,9.0438248678396,8.04109029702102
"40",6.56829051741737,8.45849594832634,8.45849594832635,7.18394014758456
"41",6.76562174726066,9.25859820820553,9.25859820820554,9.28435015512738
"42",7.02744728930922,8.31924020492791,8.31924020492791,7.20845651734798
"43",6.21247256916175,8.49406993357688,8.49406993357687,8.37875744870096
"44",1.17028026117827,6.59415899062664,6.59415899062664,8.10236274447887
"45",7.43159094216691,8.85015605197163,8.85015605197163,9.27116577896973
"46",6.85328143250415,8.63134633257967,8.63134633257966,7.05051044108277
"47",4.43656672657515,8.83533104519927,8.83533104519927,9.03758698744665
"48",5.63147720788162,8.15590154098663,8.15590154098663,7.694311522209
"49",6.42645905331959,8.65334354437876,8.65334354437875,6.91101818879014
"50",8.87660887901365,8.7703008706876,8.7703008706876,6.33510402332446
"51",2.37755851119861,7.14487509941639,7.14487509941639,8.94887061464395
"52",6.1574963794867,8.46426317496072,8.46426317496072,8.41643123251061
